policy_id,start_date,year,exposure,age,vehicle_value,credit_score,gdp,cpi,unemp,ffr,lambda,claims
810,2021-05-01,2021,0.8577962359413505,74,179790.82423687386,783.1739668954061,21532.407,269.43925,5.6,0.085,0.6364458311120361,1
811,2020-01-01,2020,0.9295448159100488,24,121897.16198212748,756.3828658102562,20284.5,258.4575,8.875,0.445,0.8062174099631617,0
812,2022-08-01,2022,0.6049121060641482,60,193941.8948823571,699.3971522860919,22075.93125,291.01075,3.7,1.2650000000000001,0.4165039010429594,0
813,2022-01-01,2022,0.6377025595866144,73,169563.37901672043,798.3920206962915,22075.93125,291.01075,3.7,1.2650000000000001,0.43632745175709853,2
814,2019-09-01,2019,0.9176780651323497,74,287879.71096227795,642.802978862409,20715.6715,255.18775,3.75,2.27,0.6394747238460906,0
815,2018-05-01,2018,0.6403121958719566,39,105325.69016457822,618.0385672676219,20193.89525,250.768,3.9,1.7725,0.4650785621169312,0
816,2022-08-01,2022,0.9239833692554384,45,155496.09703040408,574.6379964279973,22075.93125,291.01075,3.7,1.2650000000000001,0.605789720229354,2
817,2018-12-01,2018,0.8093515780055895,20,227711.2356587019,667.7022037785367,20193.89525,250.768,3.9,1.7725,0.5637470226421777,0
818,2018-02-01,2018,0.6248104500118643,71,213175.70585479835,671.176744077357,20193.89525,250.768,3.9,1.7725,0.46461117074813935,0
819,2022-06-01,2022,0.8100389085011557,19,178881.47493934058,745.3260704543876,22075.93125,291.01075,3.7,1.2650000000000001,0.5208709558156724,0
820,2019-06-01,2019,0.5275393757037818,70,276644.33453882724,763.0681315313255,20715.6715,255.18775,3.75,2.27,0.3995268975431807,1
821,2018-04-01,2018,0.9576394512550905,40,162429.55252737532,707.9777234192297,20193.89525,250.768,3.9,1.7725,0.6809908996468373,0
822,2021-06-01,2021,0.9428370003588498,77,217541.54195082083,687.7642048034687,21532.407,269.43925,5.6,0.085,0.7059877670352135,0
823,2021-11-01,2021,0.8431517403805628,67,104633.33608046603,673.9854253785588,21532.407,269.43925,5.6,0.085,0.6229564766815453,0
824,2019-11-01,2019,0.976971626165323,75,212122.66751347177,745.3471922581017,20715.6715,255.18775,3.75,2.27,0.6870102849202558,1
825,2022-06-01,2022,0.7787907078163698,42,170047.2396627428,663.1487290569637,22075.93125,291.01075,3.7,1.2650000000000001,0.5080866749382998,0
826,2018-08-01,2018,0.8916131225414574,25,180019.52321393383,691.7967811595979,20193.89525,250.768,3.9,1.7725,0.623949187192267,0
827,2018-01-01,2018,0.9001397269312292,33,87504.34080850589,672.4565606772109,20193.89525,250.768,3.9,1.7725,0.6331453481601385,0
828,2022-08-01,2022,0.6325510613387451,72,342271.5893580327,674.1350417463213,22075.93125,291.01075,3.7,1.2650000000000001,0.43340009375694344,1
829,2018-11-01,2018,0.6466778449248523,31,157184.21995340093,696.96336737685,20193.89525,250.768,3.9,1.7725,0.46658768527707156,1
830,2021-01-01,2021,0.6128986285766587,22,137843.79235555054,708.9870354222467,21532.407,269.43925,5.6,0.085,0.4610136623928124,0
831,2018-11-01,2018,0.9313984629698098,43,113515.66861684615,718.9362045924358,20193.89525,250.768,3.9,1.7725,0.6609706521642383,1
832,2019-03-01,2019,0.8618737101787701,73,200147.56276692584,666.6207159338757,20715.6715,255.18775,3.75,2.27,0.5977257132005802,2
833,2019-03-01,2019,0.5766311559127644,34,281786.2188391089,628.2398221217383,20715.6715,255.18775,3.75,2.27,0.4154636117071868,0
834,2022-09-01,2022,0.9265038503799587,39,149930.2971896511,791.0045830361498,22075.93125,291.01075,3.7,1.2650000000000001,0.6056232791740387,2
835,2022-08-01,2022,0.8161869681207463,80,126891.13860368273,732.2515198547774,22075.93125,291.01075,3.7,1.2650000000000001,0.5426277533635199,0
836,2021-06-01,2021,0.7777264618780464,70,137478.02136876422,748.8645703586466,21532.407,269.43925,5.6,0.085,0.5768694613602313,1
837,2019-03-01,2019,0.5219626812031493,75,131117.96062933188,653.6766236173619,20715.6715,255.18775,3.75,2.27,0.39795483897235073,0
838,2019-03-01,2019,0.6397533525014296,29,155431.4535129677,641.8052684825778,20715.6715,255.18775,3.75,2.27,0.4469256268469676,0
839,2022-04-01,2022,0.7986663788324222,22,192271.0883684539,710.4766936890949,22075.93125,291.01075,3.7,1.2650000000000001,0.514659219907078,0
840,2021-08-01,2021,0.9783676089718938,40,100163.33303771963,652.1257540357576,21532.407,269.43925,5.6,0.085,0.7219013912809914,0
841,2021-05-01,2021,0.5292224331060424,63,262856.4867501008,734.6432230985382,21532.407,269.43925,5.6,0.085,0.4264784805152487,0
842,2020-01-01,2020,0.7287343282951042,71,237996.3323770011,730.7627856227382,20284.5,258.4575,8.875,0.445,0.65016481434914,0
843,2020-12-01,2020,0.7042345197405666,40,187289.3088168093,755.4974210052859,20284.5,258.4575,8.875,0.445,0.6206574990873179,0
844,2018-03-01,2018,0.7546436575939879,43,138195.7372772112,696.0085599038564,20193.89525,250.768,3.9,1.7725,0.5346453731941944,0
845,2018-07-01,2018,0.5197100498480722,61,155221.44586497152,680.5901704325219,20193.89525,250.768,3.9,1.7725,0.4073128001138304,1
846,2018-04-01,2018,0.9315026606200263,48,227131.68664117515,631.7195583461215,20193.89525,250.768,3.9,1.7725,0.6628733513079687,0
847,2022-08-01,2022,0.6306049465201795,61,212413.10801714135,705.7674495050311,22075.93125,291.01075,3.7,1.2650000000000001,0.42978158192834254,0
848,2021-04-01,2021,0.7303504940355197,50,267812.2728227348,809.139158934934,21532.407,269.43925,5.6,0.085,0.5390276979275249,1
849,2022-05-01,2022,0.6094126089010388,56,102092.12348206124,692.1328902390737,22075.93125,291.01075,3.7,1.2650000000000001,0.41783927713430663,0
850,2021-01-01,2021,0.9679420334286988,62,105418.76816582285,673.1559609794352,21532.407,269.43925,5.6,0.085,0.721603295570397,0
851,2019-12-01,2019,0.8552377971354872,53,150515.65982392107,626.6096927118873,20715.6715,255.18775,3.75,2.27,0.5864990181546643,1
852,2021-02-01,2021,0.6996848783455789,45,104954.12597757793,691.6159306969595,21532.407,269.43925,5.6,0.085,0.5181261508198256,1
853,2018-04-01,2018,0.6401211034972221,56,186752.63483917734,614.840083663314,20193.89525,250.768,3.9,1.7725,0.46933895873334996,1
854,2018-03-01,2018,0.8517253758618608,42,124276.33232021991,736.0586632104191,20193.89525,250.768,3.9,1.7725,0.60037342757852,0
855,2018-11-01,2018,0.610533430473879,37,336635.57085311774,705.8746577639695,20193.89525,250.768,3.9,1.7725,0.44825937865122273,0
856,2018-10-01,2018,0.6468151295557618,33,207586.0891735294,843.1492413148285,20193.89525,250.768,3.9,1.7725,0.46717807265448075,0
857,2020-05-01,2020,0.9445272934390232,66,88659.35264655075,714.8692629244164,20284.5,258.4575,8.875,0.445,0.8400219127364117,1
858,2019-11-01,2019,0.7496541058644652,30,102240.5034493727,740.4805694699547,20715.6715,255.18775,3.75,2.27,0.5102103012867483,0
859,2018-05-01,2018,0.976229096762836,78,214052.03524356027,828.6641632404198,20193.89525,250.768,3.9,1.7725,0.7110569320925273,0
860,2019-12-01,2019,0.8878813366172835,71,232564.63454148537,658.7627360574388,20715.6715,255.18775,3.75,2.27,0.6159965348832429,1
861,2020-08-01,2020,0.931454264675267,29,105344.08883948917,675.6134162488016,20284.5,258.4575,8.875,0.445,0.8102916587854595,1
862,2020-01-01,2020,0.7875109809683636,41,234107.15143959166,642.7602904995356,20284.5,258.4575,8.875,0.445,0.6862630755529184,0
863,2018-11-01,2018,0.5339744595112279,65,141181.55551805825,661.4871456697292,20193.89525,250.768,3.9,1.7725,0.41525729231318015,0
864,2018-10-01,2018,0.7589609932620078,69,144215.7801534416,696.255562531422,20193.89525,250.768,3.9,1.7725,0.5451613070973936,1
865,2019-03-01,2019,0.9495688122697175,38,70625.13687864608,652.9223087456035,20715.6715,255.18775,3.75,2.27,0.6513973326685412,1
866,2022-03-01,2022,0.5153854051604867,78,178500.86001634892,695.9373548637267,22075.93125,291.01075,3.7,1.2650000000000001,0.3777988396247089,0
867,2022-12-01,2022,0.554811307345517,30,137821.1497387822,725.713527560432,22075.93125,291.01075,3.7,1.2650000000000001,0.3857841596303639,0
868,2020-07-01,2020,0.8157464532414451,57,140303.67975875118,765.1260415055665,20284.5,258.4575,8.875,0.445,0.7161874406979459,1
869,2018-10-01,2018,0.7356602204963565,59,179762.55894533242,582.7143135686022,20193.89525,250.768,3.9,1.7725,0.5272220764078545,0
870,2021-09-01,2021,0.9951066204812378,44,202853.3232529851,637.9454994396982,21532.407,269.43925,5.6,0.085,0.7381705853120066,0
871,2022-11-01,2022,0.8843326176283881,79,177328.0966292047,726.6358784389531,22075.93125,291.01075,3.7,1.2650000000000001,0.5885420829014766,1
872,2019-12-01,2019,0.8870322782313451,42,190741.400441666,823.5959864040641,20715.6715,255.18775,3.75,2.27,0.6056338129202565,0
873,2020-11-01,2020,0.7076587782939896,52,154529.66348027045,641.7167624726083,20284.5,258.4575,8.875,0.445,0.6273391102214644,0
874,2022-02-01,2022,0.9985447024228051,55,254629.81727173086,650.1966397562221,22075.93125,291.01075,3.7,1.2650000000000001,0.66614373932949,1
875,2018-10-01,2018,0.7201136775547639,31,214856.3566623838,777.2157404958475,20193.89525,250.768,3.9,1.7725,0.5095708831412495,0
876,2018-08-01,2018,0.983690073247999,80,97398.29475399933,627.4359241155213,20193.89525,250.768,3.9,1.7725,0.718241210350948,1
877,2021-08-01,2021,0.7749447980895638,46,271149.7047053915,764.1012107926244,21532.407,269.43925,5.6,0.085,0.5674090912978401,0
878,2021-06-01,2021,0.8762342829722911,56,51916.56240688752,637.980794115995,21532.407,269.43925,5.6,0.085,0.6442757834302235,0
879,2020-08-01,2020,0.8328113766619936,35,280403.2412835274,587.6424496444513,20284.5,258.4575,8.875,0.445,0.7222144778110147,1
880,2021-03-01,2021,0.9150429852306843,68,145448.49818742406,670.6393323129844,21532.407,269.43925,5.6,0.085,0.6794584226574264,1
881,2018-07-01,2018,0.8297961483476683,26,204624.1304742478,771.6383922054266,20193.89525,250.768,3.9,1.7725,0.5796581072718688,1
882,2021-02-01,2021,0.5029090973548591,80,260484.07443206545,703.2783006185392,21532.407,269.43925,5.6,0.085,0.4171033819489741,0
883,2019-05-01,2019,0.5210706101497635,34,125827.39853222377,696.9300103453276,20715.6715,255.18775,3.75,2.27,0.3886667833381173,0
884,2019-08-01,2019,0.9627639808459207,22,224539.82306267341,716.8716362778673,20715.6715,255.18775,3.75,2.27,0.6559966563951776,1
885,2020-09-01,2020,0.7151425767224282,25,107575.48499179857,692.8391617680289,20284.5,258.4575,8.875,0.445,0.6236695450102545,0
886,2021-01-01,2021,0.8173529327614233,41,253052.12773659546,814.7447475537921,21532.407,269.43925,5.6,0.085,0.5953924900480637,0
887,2018-10-01,2018,0.8064410064835101,62,143558.15686293744,735.0250785885171,20193.89525,250.768,3.9,1.7725,0.574907111852701,0
888,2021-09-01,2021,0.9766371690202504,34,250467.4470325785,715.0691682210096,21532.407,269.43925,5.6,0.085,0.7180309391124506,4
889,2018-10-01,2018,0.8613263427978382,20,158996.6254522667,645.4657699526646,20193.89525,250.768,3.9,1.7725,0.6000274038217336,0
890,2018-02-01,2018,0.6057942617917433,32,73038.5884443562,681.7856231076345,20193.89525,250.768,3.9,1.7725,0.44449355761352477,0
891,2019-03-01,2019,0.6877425607526675,63,194104.46230364798,633.1170080311911,20715.6715,255.18775,3.75,2.27,0.4823527308232854,0
892,2019-11-01,2019,0.8316568258451298,31,296298.4186863962,661.5420869934143,20715.6715,255.18775,3.75,2.27,0.5632796137181623,0
893,2021-11-01,2021,0.6205682158470154,67,95013.58507826156,663.4975030209686,21532.407,269.43925,5.6,0.085,0.47693319374725585,0
894,2021-04-01,2021,0.7884966481942683,50,190529.03700645693,652.5250241614692,21532.407,269.43925,5.6,0.085,0.5779817779861111,0
895,2020-11-01,2020,0.5428602830506861,58,145448.20750806245,660.9643329897332,20284.5,258.4575,8.875,0.445,0.5164757885297004,0
896,2018-02-01,2018,0.9693343564867973,37,49157.4902305307,691.8841092695195,20193.89525,250.768,3.9,1.7725,0.6894768670164335,1
897,2018-06-01,2018,0.6165298935957253,59,294034.0698076848,751.3022861164234,20193.89525,250.768,3.9,1.7725,0.456991807873981,1
898,2021-10-01,2021,0.6427183757768944,27,141779.2429207675,772.3291381768151,21532.407,269.43925,5.6,0.085,0.47912467577353646,1
899,2022-11-01,2022,0.7258188180858269,45,221837.09923633703,683.6148828746881,22075.93125,291.01075,3.7,1.2650000000000001,0.4775818066755498,0
900,2021-11-01,2021,0.7319470338989049,28,135607.99297731448,776.5663132506036,21532.407,269.43925,5.6,0.085,0.5335672573952259,0
901,2022-03-01,2022,0.6313235105480999,58,141452.3905547343,757.8006523187911,22075.93125,291.01075,3.7,1.2650000000000001,0.42944330253596963,0
902,2018-09-01,2018,0.6013401544187218,29,187563.5940366454,773.3380631672013,20193.89525,250.768,3.9,1.7725,0.44139534581401546,0
903,2019-11-01,2019,0.8619894455187023,73,138694.62043343522,762.0722412683267,20715.6715,255.18775,3.75,2.27,0.5978087325517346,0
904,2020-01-01,2020,0.7113479583058506,45,274270.82714378583,709.3427256763941,20284.5,258.4575,8.875,0.445,0.6277016639401679,0
905,2019-03-01,2019,0.8216887058224529,37,110935.06458047405,579.4894469247455,20715.6715,255.18775,3.75,2.27,0.5584213450287374,0
906,2019-10-01,2019,0.814581785700284,20,230697.32950558624,716.7829319636378,20715.6715,255.18775,3.75,2.27,0.548527419944922,0
907,2021-12-01,2021,0.5269183871569112,48,113011.67112689427,645.9972561251004,21532.407,269.43925,5.6,0.085,0.4218073277260136,0
908,2018-08-01,2018,0.7392853664932773,78,96176.59322583875,697.8146428132413,20193.89525,250.768,3.9,1.7725,0.5350820092897738,0
909,2020-05-01,2020,0.8122520461911336,52,229847.56018674574,752.6028440882446,20284.5,258.4575,8.875,0.445,0.7112323442294628,1
910,2021-05-01,2021,0.6638535927049816,47,84175.78535964419,708.4849083152803,21532.407,269.43925,5.6,0.085,0.4968663084313771,0
911,2019-09-01,2019,0.8529945035697892,52,147662.76483570636,715.0063528567298,20715.6715,255.18775,3.75,2.27,0.5846007569326607,1
912,2022-07-01,2022,0.9498423376353458,40,127988.53598234536,755.4628712351441,22075.93125,291.01075,3.7,1.2650000000000001,0.6231668003156066,1
913,2021-12-01,2021,0.6984600877622142,27,330693.03886621975,664.0084972788667,21532.407,269.43925,5.6,0.085,0.5122695244009873,1
914,2018-09-01,2018,0.696391106932424,52,168331.9818292824,793.9796280281905,20193.89525,250.768,3.9,1.7725,0.5010218239634946,1
915,2020-10-01,2020,0.7447154809487984,19,230800.15792031228,679.1102148457873,20284.5,258.4575,8.875,0.445,0.6440708735967833,0
916,2022-08-01,2022,0.5265028990106657,61,371505.5758503689,682.1547231071611,22075.93125,291.01075,3.7,1.2650000000000001,0.37931032655564056,1
917,2021-05-01,2021,0.6663920567370951,73,241191.24624303269,690.7043896299324,21532.407,269.43925,5.6,0.085,0.5055588245623233,0
918,2021-07-01,2021,0.5957063973182812,38,104797.96022827359,745.1849663407454,21532.407,269.43925,5.6,0.085,0.45559092375780397,1
919,2022-08-01,2022,0.6923066405579448,34,246588.21661652296,750.3618679113548,22075.93125,291.01075,3.7,1.2650000000000001,0.45599051920405753,0
920,2018-11-01,2018,0.7185915027512237,40,45698.285743832654,685.8845824085142,20193.89525,250.768,3.9,1.7725,0.5111644736380089,1
921,2018-04-01,2018,0.5784788741730154,57,239590.63939415137,721.6521362405603,20193.89525,250.768,3.9,1.7725,0.4361143383977502,0
922,2018-07-01,2018,0.5359561117365956,79,200907.74989973236,748.969536697849,20193.89525,250.768,3.9,1.7725,0.4194627862113798,2
923,2022-08-01,2022,0.832328665535897,61,266149.6446988129,688.9111871360526,22075.93125,291.01075,3.7,1.2650000000000001,0.5474907647176749,0
924,2022-02-01,2022,0.709355179569684,21,208070.9876304425,700.8149364126766,22075.93125,291.01075,3.7,1.2650000000000001,0.462100148543862,1
925,2022-12-01,2022,0.5551610816037282,79,306769.01642634417,679.0221867744026,22075.93125,291.01075,3.7,1.2650000000000001,0.39648673673887547,0
926,2018-11-01,2018,0.7314301774604246,78,184529.2615856092,723.8436173658705,20193.89525,250.768,3.9,1.7725,0.5300619023969021,1
927,2022-06-01,2022,0.6387197958538309,70,71757.46434704156,673.2961085203661,22075.93125,291.01075,3.7,1.2650000000000001,0.4361403077302311,1
928,2020-09-01,2020,0.5463310481281951,31,226247.4414988268,774.610388378437,20284.5,258.4575,8.875,0.445,0.51098803963234,1
929,2018-11-01,2018,0.5902267645578831,30,323576.7653110289,689.5151358032798,20193.89525,250.768,3.9,1.7725,0.4357875160566582,1
930,2022-12-01,2022,0.7620814699912444,22,204409.40445032192,692.3671889373228,22075.93125,291.01075,3.7,1.2650000000000001,0.49255349899323914,0
931,2022-10-01,2022,0.5959497707663104,38,63489.79362500374,746.1721796887912,22075.93125,291.01075,3.7,1.2650000000000001,0.40709368833653764,1
932,2021-02-01,2021,0.7576948221540079,31,337513.15534957167,802.6462117000441,21532.407,269.43925,5.6,0.085,0.5512189836794408,0
933,2019-09-01,2019,0.6781147383153439,35,95741.93432080913,720.2603975887959,20715.6715,255.18775,3.75,2.27,0.46952672838663406,0
934,2018-10-01,2018,0.9131846828386188,52,285619.22002096445,804.0505082177885,20193.89525,250.768,3.9,1.7725,0.6498892423779311,0
935,2022-09-01,2022,0.6568743088282645,61,202562.7170747281,679.6591104127787,22075.93125,291.01075,3.7,1.2650000000000001,0.4435454893132947,0
936,2022-02-01,2022,0.7606974112568423,61,187040.72132242247,724.6202522030545,22075.93125,291.01075,3.7,1.2650000000000001,0.5023957161358386,0
937,2018-03-01,2018,0.6209877766668797,40,192800.71891618185,698.6609586974795,20193.89525,250.768,3.9,1.7725,0.4546677504107748,2
938,2020-11-01,2020,0.662637215689756,60,133296.52747013574,811.0881902836245,20284.5,258.4575,8.875,0.445,0.5969662141899136,0
939,2020-10-01,2020,0.699983234400861,64,141100.21502939734,686.044209652145,20284.5,258.4575,8.875,0.445,0.6257026878188816,0
940,2022-10-01,2022,0.8251212175237015,40,76864.63776163406,835.2743922177616,22075.93125,291.01075,3.7,1.2650000000000001,0.5365441632848901,0
941,2021-04-01,2021,0.5282474001869559,49,156882.08119812663,722.2100571547785,21532.407,269.43925,5.6,0.085,0.42271295288644367,0
942,2020-04-01,2020,0.8526974016567692,47,63131.568432582455,702.3285341865803,20284.5,258.4575,8.875,0.445,0.7445530583984927,0
943,2019-01-01,2019,0.7721035198774189,68,175494.15715303874,676.902166503009,20715.6715,255.18775,3.75,2.27,0.5352095087709603,0
944,2018-08-01,2018,0.6695882733911276,73,199572.24069332617,664.4776279106011,20193.89525,250.768,3.9,1.7725,0.4907986883931815,0
945,2018-02-01,2018,0.8681281476747245,42,282732.1674844092,698.8623768055796,20193.89525,250.768,3.9,1.7725,0.6123078427606212,1
946,2022-11-01,2022,0.6332653014687821,68,208881.41527941613,673.4683919986043,22075.93125,291.01075,3.7,1.2650000000000001,0.4328186493030591,1
947,2018-06-01,2018,0.5498643744504079,19,163293.98230337238,727.3344227044491,20193.89525,250.768,3.9,1.7725,0.41267942088087345,0
948,2019-11-01,2019,0.686722697573714,22,317618.0496834157,753.731929827303,20715.6715,255.18775,3.75,2.27,0.4710226358757904,0
949,2019-05-01,2019,0.5394065352156758,24,120198.43718993574,699.9866347666253,20715.6715,255.18775,3.75,2.27,0.39513463137958993,0
950,2020-08-01,2020,0.6130702361697331,43,148275.78115457713,710.1762205054681,20284.5,258.4575,8.875,0.445,0.5572600132010183,0
951,2019-02-01,2019,0.9935962110757828,30,186561.306254668,721.9131383668057,20715.6715,255.18775,3.75,2.27,0.6837234496174196,1
952,2018-07-01,2018,0.5591870188945904,46,160323.21397897616,634.7909642058758,20193.89525,250.768,3.9,1.7725,0.42356432418396045,0
953,2019-01-01,2019,0.797321927617304,30,82893.626484336,715.3807093179314,20715.6715,255.18775,3.75,2.27,0.5402458870404586,0
954,2018-08-01,2018,0.8461410136660561,68,238265.2950871518,710.0970376391099,20193.89525,250.768,3.9,1.7725,0.6049512385878001,0
955,2021-02-01,2021,0.7606054535135627,80,169586.2945737254,747.6364777144076,21532.407,269.43925,5.6,0.085,0.5682547017613101,0
956,2018-11-01,2018,0.7003438241081312,27,65120.03188975059,726.6037470358908,20193.89525,250.768,3.9,1.7725,0.49653082428008294,1
957,2021-06-01,2021,0.710662012337707,66,304986.51135540573,671.9832066423834,21532.407,269.43925,5.6,0.085,0.5310940305380142,0
958,2019-05-01,2019,0.7645920073846355,31,175291.97535739237,750.2722331414703,20715.6715,255.18775,3.75,2.27,0.5197242447115138,0
959,2018-07-01,2018,0.8444346241885796,60,338450.81075749424,682.4596168594879,20193.89525,250.768,3.9,1.7725,0.6010637702680989,1
960,2022-07-01,2022,0.9918835947755724,71,246716.3685115694,678.4875327156692,22075.93125,291.01075,3.7,1.2650000000000001,0.666680187075279,0
961,2021-08-01,2021,0.7574268016032875,39,74082.48954048475,639.6884372810936,21532.407,269.43925,5.6,0.085,0.5534711839499639,0
962,2022-12-01,2022,0.7462270632386208,54,194402.07787531632,769.726836728525,22075.93125,291.01075,3.7,1.2650000000000001,0.4918503043660954,0
963,2019-07-01,2019,0.6462816169951111,25,125984.44500815924,730.4556274950298,20715.6715,255.18775,3.75,2.27,0.44945086526147493,0
964,2022-01-01,2022,0.5799721470102668,55,138974.20241377602,749.1852317794236,22075.93125,291.01075,3.7,1.2650000000000001,0.40311359899107213,1
965,2021-04-01,2021,0.66634886036627,41,112270.58090609235,704.2612827161425,21532.407,269.43925,5.6,0.085,0.4967147652360101,1
966,2019-03-01,2019,0.6466511064209044,27,351678.7244111871,673.5052638571105,20715.6715,255.18775,3.75,2.27,0.4501449824212799,2
967,2021-10-01,2021,0.6826204500393942,63,102021.419389558,865.6810941469415,21532.407,269.43925,5.6,0.085,0.5126736741396828,0
968,2019-02-01,2019,0.7378910920815542,27,270800.3418622348,649.1839821844706,20715.6715,255.18775,3.75,2.27,0.5022297562828534,1
969,2020-02-01,2020,0.6873047401895747,18,236730.1427668424,639.9287858363597,20284.5,258.4575,8.875,0.445,0.6008624195028878,0
970,2020-03-01,2020,0.7133646385045722,20,171171.48478540365,763.877436709214,20284.5,258.4575,8.875,0.445,0.6206315915438988,0
971,2019-05-01,2019,0.6130580444587395,53,117973.71660680411,688.0773336323728,20715.6715,255.18775,3.75,2.27,0.43858572591661465,1
972,2020-09-01,2020,0.5278349376749247,32,142587.2584847337,741.2573950652657,20284.5,258.4575,8.875,0.445,0.5000463258610507,0
973,2022-02-01,2022,0.9293057024478912,46,183782.3225458446,628.2597969593305,22075.93125,291.01075,3.7,1.2650000000000001,0.6100065065805655,0
974,2019-06-01,2019,0.7806185778463259,47,141626.32601212832,719.4384477766218,20715.6715,255.18775,3.75,2.27,0.5344983081818722,3
975,2019-08-01,2019,0.7686873908387497,25,162796.0932469678,614.6830461798468,20715.6715,255.18775,3.75,2.27,0.520564326704185,0
976,2020-03-01,2020,0.8084661905886605,47,182172.9897891317,679.5952244500108,20284.5,258.4575,8.875,0.445,0.7060645496833102,1
977,2021-06-01,2021,0.6098707091296092,59,100994.22114317557,659.2687069896225,21532.407,269.43925,5.6,0.085,0.46878313547001976,2
978,2018-10-01,2018,0.7597955072997138,44,176729.076532502,716.979132002797,20193.89525,250.768,3.9,1.7725,0.5382568094142847,1
979,2022-05-01,2022,0.8614115599775687,75,85380.75117566624,696.1712118242336,22075.93125,291.01075,3.7,1.2650000000000001,0.5713166370064393,0
980,2018-09-01,2018,0.5141092872945592,25,192037.12804867592,692.9668503190637,20193.89525,250.768,3.9,1.7725,0.39665398723621637,0
981,2020-07-01,2020,0.8184581899549812,76,242871.21326342173,675.536218503777,20284.5,258.4575,8.875,0.445,0.7260682340100042,3
982,2019-07-01,2019,0.8701115009607747,66,163673.10553784392,711.2536199884237,20715.6715,255.18775,3.75,2.27,0.6013445496368462,0
983,2022-07-01,2022,0.7226431706221774,66,169288.9070922332,750.8690255474187,22075.93125,291.01075,3.7,1.2650000000000001,0.48129118970013585,0
984,2022-07-01,2022,0.8986922841286287,28,172126.02102136292,740.7823317363511,22075.93125,291.01075,3.7,1.2650000000000001,0.5822124553753001,0
985,2022-02-01,2022,0.8278732254402712,55,172581.8057445403,700.2236760132953,22075.93125,291.01075,3.7,1.2650000000000001,0.5427776217579091,1
986,2019-06-01,2019,0.804258992546238,46,328880.8056666187,762.221658990302,20715.6715,255.18775,3.75,2.27,0.5495760531761392,1
987,2021-08-01,2021,0.5911838201573119,70,124477.47111947833,675.3954509935594,21532.407,269.43925,5.6,0.085,0.4611691216839202,2
988,2021-08-01,2021,0.8713246397674084,46,88229.45539686749,744.9125590887334,21532.407,269.43925,5.6,0.085,0.6369787878831665,1
989,2020-04-01,2020,0.7105969267431647,41,413105.9258039055,730.7345903927152,20284.5,258.4575,8.875,0.445,0.6257582917988067,0
990,2019-09-01,2019,0.5537454570876434,18,118132.29701225016,679.9820126589722,20715.6715,255.18775,3.75,2.27,0.40066829335228565,0
991,2020-05-01,2020,0.5794299377594143,55,265805.53582611907,700.4840148989257,20284.5,258.4575,8.875,0.445,0.5387557500230684,0
992,2022-08-01,2022,0.8930554540129378,22,112439.49892096283,731.4525211318063,22075.93125,291.01075,3.7,1.2650000000000001,0.576382707573897,0
993,2020-12-01,2020,0.5591220288770273,78,147772.00726984738,756.6604642688767,20284.5,258.4575,8.875,0.445,0.5324773662059457,0
994,2019-08-01,2019,0.7331878844415769,51,237152.3869042092,687.3964841703121,20715.6715,255.18775,3.75,2.27,0.5060377697293631,1
995,2019-11-01,2019,0.685085846344009,74,181143.58522888232,710.5835373240824,20715.6715,255.18775,3.75,2.27,0.4837346114212337,0
996,2021-06-01,2021,0.746700257062912,46,136913.69981460087,725.2498118051202,21532.407,269.43925,5.6,0.085,0.5484998990927924,1
997,2018-05-01,2018,0.7833590564550832,59,155665.77724387692,719.8684484013322,20193.89525,250.768,3.9,1.7725,0.5582799060117929,0
998,2018-02-01,2018,0.9769794080639258,55,96262.15400429137,739.0454008952386,20193.89525,250.768,3.9,1.7725,0.7027528780024972,0
999,2019-06-01,2019,0.5903099075658247,75,167649.14113558482,677.9184869608252,20715.6715,255.18775,3.75,2.27,0.43196959359177595,0
1000,2018-12-01,2018,0.6932342904619873,56,206371.04796925568,673.916811230061,20193.89525,250.768,3.9,1.7725,0.5002265312264567,0
1001,2019-01-01,2019,0.7152584900613874,54,132761.10545985313,750.6920783422277,20715.6715,255.18775,3.75,2.27,0.49608422451624523,1
1002,2021-07-01,2021,0.9247784363105893,29,233216.10980869725,702.7973062912521,21532.407,269.43925,5.6,0.085,0.672856920968111,1
1003,2022-03-01,2022,0.5167958152014762,18,319622.3634560512,628.1988754436092,22075.93125,291.01075,3.7,1.2650000000000001,0.36615645665775903,1
1004,2021-02-01,2021,0.5111795295961201,46,137905.71370937722,697.4495833466237,21532.407,269.43925,5.6,0.085,0.4134605987684762,1
1005,2019-06-01,2019,0.6637661956483498,76,262589.14519734134,794.929573552628,20715.6715,255.18775,3.75,2.27,0.47203476641688036,1
1006,2018-10-01,2018,0.6711553110508248,39,235913.46438120678,621.5219124724294,20193.89525,250.768,3.9,1.7725,0.48261444304885803,1
1007,2018-09-01,2018,0.9395668648649007,59,142536.32330645676,581.4922169418121,20193.89525,250.768,3.9,1.7725,0.673380016243826,1
1008,2020-11-01,2020,0.7823319304734468,53,161031.8593151144,681.965149635793,20284.5,258.4575,8.875,0.445,0.6865265624059426,3
1009,2020-05-01,2020,0.5623902967199683,26,183064.41286903282,697.1576074472305,20284.5,258.4575,8.875,0.445,0.5195005197717864,0
